EC-Number	Pfam-Domain	Confidence-Score	Type	In-InterPro
2.4.1.315	PF04101	0.1224576667	GOLD	No
2.4.1.316	PF06722	0.20998	SILVER	No
6.3.4.18	PF02222	0.8112332222	GOLD	No
6.3.4.18	PF02826	0.0887320444	GOLD	No
6.3.4.19	PF09179	0.6209016667	GOLD	Yes
6.3.4.19	PF01171	0.9807864444	GOLD	No
6.3.4.19	PF11734	0.702197	GOLD	Yes
6.3.4.16	PF02786	0.0703586444	GOLD	No
6.3.4.16	PF02787	0.0803038167	GOLD	No
6.3.4.16	PF00988	0.0931485556	GOLD	No
6.3.4.16	PF00289	0.0700112111	GOLD	No
6.3.4.16	PF02142	0.0549396278	SILVER	No
6.3.4.14	PF02785	0.4613507778	GOLD	No
6.3.4.14	PF02786	0.2436892778	GOLD	No
6.3.4.14	PF08326	0.4788098778	GOLD	Yes
6.3.4.14	PF00364	0.1827960722	SILVER	No
6.3.4.14	PF00289	0.2436637222	GOLD	No
6.3.4.14	PF01039	0.1280148111	GOLD	No
6.3.4.15	PF03099	0.1737061111	GOLD	No
6.3.4.15	PF02237	0.6392392778	GOLD	Yes
6.3.4.15	PF08279	0.2356371667	GOLD	No
6.3.4.15	PF09825	0.2140430278	GOLD	No
2.4.1.318	PF00201	0.0426091667	SILVER	No
6.3.4.13	PF02844	0.9709966667	GOLD	Yes
6.3.4.13	PF02843	0.9758780556	GOLD	Yes
6.3.4.13	PF01071	0.9698297778	GOLD	Yes
6.3.4.10	PF03099	0.0554643722	GOLD	No
6.3.4.10	PF09825	0.3979087278	SILVER	No
6.3.4.10	PF02237	0.3012780222	GOLD	No
6.3.4.11	PF03099	0.0604841278	GOLD	No
6.3.4.11	PF02237	0.3342853333	GOLD	No
6.3.4.11	PF09825	0.3593832222	SILVER	No
1.5.1.49	PF02423	0.2628055556	GOLD	No
1.5.1.49	PF02615	0.1249783333	GOLD	No
4.2.1.10	PF01202	0.0835799083	GOLD	No
4.2.1.10	PF08501	0.0813344599	SILVER	No
4.2.1.10	PF01220	0.7899699444	GOLD	Yes
4.2.1.10	PF01761	0.0861496122	GOLD	No
4.2.1.10	PF01487	0.5760268889	GOLD	Yes
4.2.1.10	PF01488	0.0593938629	SILVER	No
4.2.1.10	PF00275	0.0504254222	GOLD	No
4.2.1.11	PF03952	0.9843517778	GOLD	Yes
4.2.1.11	PF00113	0.9924777222	GOLD	Yes
1.5.1.41	PF00175	0.0482354833	SILVER	No
1.5.1.41	PF00970	0.0575053722	SILVER	No
1.5.1.40	PF03807	0.0865774444	SILVER	No
1.5.1.43	PF03435	0.1582859389	SILVER	No
1.5.1.42	PF01613	0.8244741667	GOLD	No
1.5.1.45	PF03358	0.0528409833	SILVER	No
4.2.1.12	PF00920	0.1436847222	GOLD	No
1.5.1.47	PF00186	0.0633116667	SILVER	No
6.3.2.14	PF00857	0.0569034556	SILVER	No
6.3.2.14	PF00550	0.0565184444	SILVER	No
3.2.1.101	PF03663	0.6418261111	GOLD	Yes
3.6.1.19	PF03819	0.0564448889	SILVER	No
3.6.1.19	PF01725	0.9298277222	GOLD	Yes
3.6.1.19	PF00293	0.0489655531	SILVER	No
4.2.1.51	PF01817	0.1945871056	SILVER	No
4.2.1.51	PF00800	0.9605462222	GOLD	Yes
4.2.1.51	PF01842	0.2278355	GOLD	No
3.6.4.6	PF09336	0.3337309944	GOLD	No
3.6.4.6	PF02933	0.509259	GOLD	No
3.6.4.6	PF00004	0.230203	GOLD	No
3.6.4.6	PF02359	0.5129283889	GOLD	No
3.6.4.6	PF04212	0.1702669722	SILVER	No
4.2.1.53	PF06100	0.6401479444	GOLD	Yes
3.6.1.15	PF01543	0.2006146889	GOLD	Yes
3.6.1.15	PF01542	0.200714	SILVER	No
3.6.1.15	PF08727	0.2207745556	SILVER	Yes
3.6.1.15	PF00998	0.198247	GOLD	No
3.6.1.15	PF02832	0.2370252222	GOLD	No
3.6.1.15	PF00548	0.2862877222	GOLD	Yes
3.6.1.15	PF08935	0.1370538333	GOLD	Yes
3.6.1.15	PF06363	0.0599072222	GOLD	Yes
3.6.1.15	PF03510	0.1467416667	GOLD	Yes
3.6.1.15	PF00910	0.27444	GOLD	No
3.6.1.15	PF12387	0.07734	GOLD	Yes
3.6.1.15	PF11475	0.0803768333	GOLD	Yes
3.6.1.15	PF01349	0.2214672222	GOLD	Yes
3.6.1.15	PF00767	0.0432131111	GOLD	No
3.6.1.15	PF03266	0.5522371	SILVER	Yes
3.6.1.15	PF00948	0.2313473278	SILVER	Yes
3.6.1.15	PF00949	0.2334166111	GOLD	Yes
3.6.1.15	PF00947	0.2228826111	GOLD	Yes
3.6.1.15	PF08405	0.0599072222	GOLD	Yes
3.6.1.15	PF05550	0.07734	GOLD	Yes
3.6.1.15	PF12941	0.1983717833	GOLD	Yes
3.6.1.15	PF12944	0.1113995556	SILVER	No
3.6.1.15	PF01552	0.2217868333	GOLD	Yes
3.6.1.15	PF01707	0.1645672	SILVER	Yes
3.6.1.15	PF11889	0.07734	GOLD	Yes
3.6.1.15	PF00073	0.3012814444	GOLD	Yes
3.6.1.15	PF01002	0.2300368333	GOLD	Yes
3.6.1.15	PF01003	0.2272125111	GOLD	Yes
3.6.1.15	PF01001	0.2010272	SILVER	Yes
3.6.1.15	PF01004	0.2245276172	SILVER	Yes
3.6.1.15	PF01005	0.2268044444	GOLD	Yes
3.6.1.15	PF00271	0.0611837056	GOLD	Yes
3.6.1.15	PF00680	0.242808	GOLD	No
3.6.1.15	PF01350	0.2214672222	GOLD	Yes
3.6.1.15	PF08440	0.0505181111	GOLD	No
3.6.1.15	PF02226	0.2269707222	GOLD	Yes
3.6.1.15	PF06344	0.0599072222	GOLD	Yes
3.6.1.15	PF00972	0.2313821111	GOLD	Yes
3.6.1.15	PF00978	0.0970722222	GOLD	No
3.6.1.15	PF12601	0.0978277778	GOLD	Yes
3.6.1.15	PF01006	0.2039168278	GOLD	Yes
3.6.1.15	PF05416	0.0855506667	GOLD	Yes
3.6.1.15	PF00869	0.2393807222	GOLD	No
3.6.1.15	PF00863	0.0489139444	GOLD	No
3.6.1.15	PF01506	0.200714	SILVER	Yes
3.6.1.15	PF01560	0.1998374611	GOLD	No
3.6.1.15	PF01660	0.0863078889	SILVER	No
3.6.1.15	PF01661	0.100245135	SILVER	No
3.6.1.15	PF01728	0.0742997111	GOLD	No
3.6.1.15	PF01538	0.2040459167	GOLD	Yes
3.6.1.15	PF01539	0.20003915	SILVER	No
3.6.1.15	PF01443	0.098995	GOLD	No
3.6.1.15	PF00915	0.1099341278	SILVER	No
3.6.1.15	PF05407	0.0978277778	GOLD	Yes
3.6.1.15	PF05408	0.0895014444	GOLD	Yes
3.6.1.15	PF05578	0.0863941111	GOLD	Yes
3.6.1.15	PF08300	0.2021960778	GOLD	Yes
3.6.1.15	PF08301	0.2021960778	GOLD	Yes
3.6.1.15	PF07652	0.3179141111	GOLD	Yes
3.6.1.15	PF00176	0.0450119889	GOLD	No
3.6.1.15	PF08469	0.1307186444	SILVER	Yes
3.6.1.15	PF01570	0.2241516667	GOLD	Yes
3.6.1.15	PF02907	0.2096983333	GOLD	Yes
3.2.1.106	PF03200	0.6653592778	GOLD	Yes
3.6.1.17	PF00149	0.1437488611	GOLD	No
3.6.1.17	PF01230	0.0963199444	SILVER	No
3.6.1.17	PF00293	0.0586170167	GOLD	No
3.6.1.16	PF00149	0.0723631111	GOLD	No
3.6.1.11	PF02541	0.1372390556	GOLD	No
3.6.1.11	PF01975	0.1404651167	GOLD	No
4.2.1.59	PF03331	0.0906791667	GOLD	No
4.2.1.59	PF00698	0.0471750924	GOLD	No
4.2.1.59	PF07977	0.9692822222	GOLD	Yes
4.2.1.59	PF08354	0.0609764	SILVER	Yes
3.6.1.13	PF00520	0.0729477778	GOLD	No
3.6.1.13	PF14803	0.1064882889	SILVER	No
3.6.1.13	PF00293	0.1769894444	GOLD	No
3.6.1.12	PF03819	0.1869877889	GOLD	No
3.6.1.12	PF08761	0.1726495556	GOLD	No
3.6.1.12	PF00293	0.1236761222	GOLD	No
4.2.3.65	PF01397	0.0559772222	GOLD	No
4.2.3.65	PF03936	0.0519188333	GOLD	No
1.1.1.294	PF00106	0.0554531444	GOLD	No
3.2.1.142	PF11852	0.3256413944	SILVER	No
4.2.3.61	PF01397	0.1256437778	GOLD	No
4.2.3.61	PF03936	0.1105589444	GOLD	No
3.5.4.40	PF00962	0.0717216667	GOLD	No
4.2.1.17	PF02737	0.4901295	GOLD	Yes
4.2.1.17	PF00725	0.4911603333	GOLD	Yes
4.2.1.17	PF00378	0.5416404444	GOLD	No
5.4.99.5	PF01817	0.9006515	GOLD	Yes
5.4.99.5	PF07736	0.1815097222	GOLD	No
5.4.99.5	PF00800	0.1813108056	SILVER	No
5.4.99.5	PF02153	0.0949039167	SILVER	No
3.4.24.68	PF01742	0.1817278333	SILVER	No
3.4.24.68	PF07952	0.1945826111	SILVER	No
3.4.24.68	PF07953	0.1939267222	SILVER	No
3.4.24.68	PF07951	0.188468	SILVER	No
5.4.99.4	PF02310	0.0895833333	SILVER	No
1.14.13.39	PF00258	0.3327387389	GOLD	No
1.14.13.39	PF02898	0.8887531111	GOLD	No
1.14.13.39	PF00595	0.1692157633	SILVER	No
1.14.13.39	PF00667	0.3417653056	SILVER	No
1.14.13.39	PF01926	0.1605894444	GOLD	No
1.14.13.39	PF00175	0.1855771222	SILVER	No
1.14.13.38	PF01494	0.0479926667	SILVER	No
3.5.1.77	PF00795	0.0948254444	GOLD	No
1.14.13.30	PF00067	0.0522705889	GOLD	No
2.3.1.228	PF00765	0.1069166667	SILVER	No
2.4.1.21	PF08323	0.9547428889	GOLD	Yes
2.4.1.21	PF00534	0.7756915	GOLD	No
2.4.1.20	PF06205	0.3505376667	SILVER	No
2.4.1.20	PF06204	0.4220583889	GOLD	No
2.4.1.20	PF06165	0.3394824444	SILVER	No
2.4.1.22	PF13733	0.3455778333	GOLD	No
2.4.1.22	PF02709	0.2907493889	GOLD	No
2.4.1.25	PF14699	0.2590301667	GOLD	Yes
2.4.1.25	PF03065	0.101285	GOLD	No
2.4.1.25	PF00686	0.0451284829	SILVER	No
2.4.1.25	PF02446	0.8627444444	GOLD	Yes
2.4.1.25	PF09095	0.1308017778	GOLD	No
2.4.1.25	PF09094	0.1308017778	GOLD	No
2.4.1.25	PF09178	0.17632575	SILVER	No
2.4.1.25	PF06202	0.2476806667	GOLD	Yes
2.4.1.27	PF09198	0.6111111111	GOLD	No
2.4.1.26	PF11440	0.6111111111	GOLD	No
2.4.1.299	PF00232	0.0432524722	SILVER	No
3.6.1.59	PF11969	0.0488823889	GOLD	No
3.6.1.59	PF05652	0.6666666667	GOLD	Yes
4.2.2.20	PF02278	0.1993215	SILVER	No
4.2.2.20	PF09092	0.365174	GOLD	No
4.2.2.20	PF09093	0.3726170556	GOLD	No
4.2.2.20	PF02884	0.2124891444	SILVER	No
4.2.2.21	PF02278	0.3147895556	SILVER	No
4.2.2.21	PF02884	0.1134022222	SILVER	No
4.2.2.21	PF09093	0.5204087222	GOLD	No
4.2.2.21	PF09092	0.5204087222	GOLD	No
4.2.2.22	PF00544	0.1127219444	SILVER	No
4.2.2.23	PF09284	0.6402002222	GOLD	Yes
4.2.2.23	PF14686	0.6402002222	GOLD	No
4.2.2.23	PF14683	0.6402002222	GOLD	No
2.7.1.123	PF00183	0.3333333333	GOLD	No
1.1.1.298	PF00881	0.5556082389	GOLD	No
2.4.1.92	PF00535	0.0833374778	GOLD	No
2.4.1.252	PF00534	0.0457548444	GOLD	No
2.4.1.252	PF13439	0.1934194444	GOLD	No
3.4.24.53	PF01562	0.0819122222	SILVER	No
3.4.24.53	PF01421	0.1722584278	SILVER	No
3.4.24.53	PF00200	0.10143	SILVER	No
2.3.1.220	PF02797	0.0613511111	GOLD	No
2.3.1.220	PF00195	0.0615388889	GOLD	No
3.4.24.55	PF00675	0.1970763333	SILVER	No
3.4.24.55	PF05193	0.1985946778	SILVER	No
3.4.24.57	PF00814	0.0415852222	GOLD	No
3.4.24.56	PF05193	0.2445900556	GOLD	No
3.4.24.56	PF00675	0.2466127222	GOLD	No
3.4.24.59	PF01432	0.4710549444	GOLD	No
3.4.24.58	PF08516	0.3681150556	SILVER	No
3.4.24.58	PF01562	0.1638244444	GOLD	No
3.4.24.58	PF01421	0.1615072778	SILVER	No
3.4.24.58	PF00200	0.2112353333	SILVER	No
3.4.24.65	PF01471	0.1458324111	SILVER	No
3.4.24.65	PF00413	0.1707911167	SILVER	No
3.6.3.28	PF00005	0.2856971667	GOLD	No
3.6.3.28	PF03466	0.0544767222	SILVER	No
3.6.3.29	PF10649	0.0782178611	SILVER	No
3.6.3.29	PF00005	0.2113539444	GOLD	No
3.6.3.29	PF03459	0.8560282222	GOLD	No
3.5.1.78	PF03738	0.3526218889	GOLD	No
3.5.1.78	PF05257	0.2716835	SILVER	No
1.11.1.8	PF00084	0.1290747556	SILVER	No
1.11.1.8	PF07645	0.3838148333	GOLD	No
1.11.1.8	PF03098	0.1746421111	GOLD	No
1.11.1.9	PF00255	0.5139411111	GOLD	No
1.11.1.9	PF10417	0.0436200889	SILVER	No
1.11.1.6	PF05067	0.1273812222	GOLD	No
1.11.1.6	PF01965	0.1368298867	SILVER	No
1.11.1.6	PF06628	0.9528461111	GOLD	Yes
1.11.1.6	PF00199	0.9624345556	GOLD	Yes
1.11.1.7	PF03098	0.1408635833	GOLD	No
1.11.1.7	PF00093	0.104588455	SILVER	No
1.11.1.7	PF00141	0.3317111111	GOLD	No
1.11.1.7	PF11895	0.0480179467	SILVER	No
3.6.3.20	PF08402	0.3610001111	GOLD	No
3.6.3.20	PF00005	0.2008566111	GOLD	No
1.11.1.5	PF00034	0.1561958889	GOLD	No
1.11.1.5	PF03150	0.3015181667	GOLD	No
1.11.1.5	PF14376	0.1503706111	SILVER	No
1.11.1.5	PF00141	0.1267439683	GOLD	No
2.3.1.54	PF01228	0.5570166667	GOLD	No
2.3.1.54	PF02901	0.565414	GOLD	No
2.3.1.57	PF13302	0.1596304444	GOLD	No
2.3.1.57	PF00583	0.1603912778	GOLD	No
1.11.1.1	PF02915	0.1708544444	GOLD	No
6.4.1.7	PF02436	0.0917269778	SILVER	No
6.4.1.7	PF02785	0.0536799056	SILVER	No
3.1.3.18	PF13419	0.3913425611	SILVER	No
3.1.3.18	PF13344	0.0909362833	SILVER	No
3.1.3.18	PF08282	0.3359442389	SILVER	No
3.1.3.16	PF07228	0.1253236111	GOLD	Yes
3.1.3.16	PF02957	0.0437838889	GOLD	No
3.1.3.16	PF13499	0.0474829167	SILVER	No
3.1.3.16	PF08321	0.1809148333	GOLD	Yes
3.1.3.16	PF00581	0.0706381317	SILVER	No
3.1.3.16	PF04181	0.0758361111	GOLD	Yes
3.1.3.16	PF00240	0.0416069111	SILVER	No
3.1.3.16	PF04722	0.1097641889	GOLD	Yes
3.1.3.16	PF05706	0.0712557667	SILVER	Yes
3.1.3.16	PF03031	0.1584893889	GOLD	No
3.1.3.16	PF14671	0.0466214167	GOLD	No
3.1.3.16	PF00149	0.463336	GOLD	No
3.1.3.16	PF00782	0.2992650556	GOLD	No
3.1.3.16	PF07830	0.0825814722	GOLD	Yes
3.1.3.16	PF00481	0.3642714444	GOLD	Yes
3.1.3.16	PF08766	0.0597216861	SILVER	No
1.16.1.10	PF01613	0.0902472778	SILVER	No
3.1.3.15	PF08645	0.2943509111	GOLD	No
3.1.3.15	PF00459	0.0430858333	GOLD	No
3.1.3.15	PF00475	0.1661122167	GOLD	No
3.1.3.15	PF02811	0.060953	GOLD	No
3.1.3.12	PF02358	0.8742692778	GOLD	No
3.1.3.12	PF00982	0.0912054729	GOLD	No
3.1.3.13	PF00300	0.1464041667	GOLD	No
3.1.3.10	PF00328	0.1403842778	SILVER	No
3.1.3.11	PF03320	0.2574382778	GOLD	Yes
3.1.3.11	PF00316	0.8466614444	GOLD	Yes
3.1.3.11	PF06874	0.3949930556	GOLD	Yes
6.3.2.10	PF01225	0.3145359444	GOLD	No
6.3.2.10	PF08245	0.2662279444	GOLD	No
6.3.2.10	PF02875	0.2648274556	GOLD	No
3.1.4.44	PF03009	0.2063822611	GOLD	No
1.20.1.1	PF00389	0.0627270389	SILVER	No
1.3.99.12	PF02771	0.0757538833	SILVER	No
1.3.99.12	PF00441	0.0693159944	SILVER	No
1.3.99.12	PF02770	0.0617692556	SILVER	No
2.4.1.122	PF02434	0.3862130556	GOLD	No
3.6.1.10	PF00149	0.1104351111	SILVER	No
2.4.2.28	PF01048	0.3676823889	GOLD	No
2.4.2.29	PF01702	0.9636088889	GOLD	Yes
1.5.1.24	PF05222	0.1515812222	GOLD	No
1.5.1.24	PF01262	0.1468629444	GOLD	No
2.4.2.26	PF02485	0.3653779444	GOLD	No
2.4.2.26	PF01822	0.2404070556	GOLD	No
2.4.2.26	PF12529	0.5280752222	GOLD	Yes
2.4.2.26	PF05686	0.2484522222	GOLD	No
2.4.2.21	PF06213	0.0435144444	GOLD	No
2.4.2.21	PF02283	0.0496821167	GOLD	No
2.4.2.21	PF02277	0.9954401111	GOLD	Yes
2.4.2.21	PF11775	0.0435144444	GOLD	No
2.4.2.22	PF00156	0.3622185556	GOLD	No
2.5.1.74	PF01040	0.4770302778	GOLD	No
2.7.8.12	PF04464	0.4695393889	GOLD	No
2.7.8.13	PF10555	0.8292775556	GOLD	Yes
2.7.8.13	PF00953	0.9700319444	GOLD	Yes
2.7.8.11	PF01066	0.1858846111	GOLD	No
2.7.8.17	PF00066	0.4530121111	GOLD	No
2.7.8.17	PF11380	0.5876305556	GOLD	No
2.7.8.17	PF06464	0.32075	GOLD	No
2.7.8.14	PF04464	0.4051981667	GOLD	No
2.7.8.15	PF00953	0.1029809444	GOLD	No
5.3.99.10	PF02581	0.0562884444	SILVER	No
1.5.1.23	PF02317	0.1964183333	SILVER	No
4.1.99.19	PF06968	0.0522853333	SILVER	No
6.3.2.12	PF08245	0.1034231222	GOLD	No
6.3.2.12	PF02875	0.0400950644	SILVER	No
6.3.2.29	PF08245	0.0479422222	GOLD	No
6.3.2.29	PF02875	0.0511671111	GOLD	No
2.8.3.18	PF02550	0.20116635	SILVER	No
2.8.3.18	PF13336	0.2010284556	SILVER	No
3.5.99.2	PF03070	0.3331359444	GOLD	No
3.5.99.3	PF01979	0.0426297778	SILVER	No
2.4.1.267	PF03155	0.36301	GOLD	No
3.5.99.6	PF01182	0.9037237222	GOLD	Yes
3.5.99.7	PF00291	0.2118547778	GOLD	No
3.5.99.5	PF01042	0.2432917222	SILVER	No
3.5.99.9	PF02274	0.0522622778	SILVER	No
6.3.2.13	PF01225	0.3981330556	GOLD	No
6.3.2.13	PF08245	0.3583828722	SILVER	No
6.3.2.13	PF02875	0.3667844833	SILVER	No
1.1.99.37	PF00465	0.1387909611	GOLD	No
2.7.1.159	PF05770	0.6485666667	GOLD	Yes
2.7.1.158	PF06090	0.6638888889	GOLD	Yes
3.1.1.10	PF00111	0.0518058333	GOLD	No
2.7.1.154	PF00168	0.0984066278	SILVER	No
2.7.1.154	PF00613	0.2513667778	GOLD	No
2.7.1.154	PF00454	0.1406343444	GOLD	No
2.7.1.154	PF00794	0.2923051111	GOLD	No
2.7.1.154	PF00787	0.3400582222	GOLD	No
2.7.1.154	PF00792	0.2700513333	GOLD	No
2.7.1.157	PF08544	0.0490738556	GOLD	No
2.7.1.157	PF10509	0.1231272222	GOLD	No
2.7.1.157	PF00288	0.0451177889	GOLD	No
2.7.1.156	PF02283	0.6522031111	GOLD	Yes
2.7.1.151	PF03770	0.3512089444	GOLD	No
2.7.1.150	PF00610	0.1793655222	GOLD	No
2.7.1.150	PF01504	0.2687631111	GOLD	No
2.7.1.150	PF00118	0.5857094444	GOLD	No
2.7.1.150	PF01363	0.3739911667	GOLD	No
2.7.1.153	PF00613	0.3493870556	GOLD	No
2.7.1.153	PF00454	0.2091195	GOLD	No
2.7.1.153	PF00794	0.4703247222	GOLD	No
2.7.1.153	PF00792	0.3878445556	GOLD	No
2.7.1.153	PF02192	0.4612835	GOLD	No
2.7.8.5	PF13091	0.1962083889	GOLD	No
2.7.8.5	PF01066	0.4692151111	GOLD	No
4.2.1.55	PF01575	0.1201772	SILVER	No
2.4.1.302	PF06722	0.20998	SILVER	No
3.4.24.72	PF01421	0.1540833333	GOLD	No
3.2.2.3	PF01156	0.3444395	GOLD	No
3.2.2.1	PF01156	0.0894516111	GOLD	No
3.2.2.6	PF02267	0.6064513889	GOLD	Yes
3.2.2.4	PF01048	0.1576592778	SILVER	No
3.2.2.4	PF10423	0.9768451111	GOLD	No
3.2.2.5	PF02267	0.0568921111	GOLD	No
3.2.2.5	PF07461	0.0584172778	SILVER	No
6.4.1.4	PF02785	0.1381731667	GOLD	No
6.4.1.4	PF02786	0.0729404444	GOLD	No
6.4.1.4	PF01039	0.0758408889	GOLD	No
6.4.1.4	PF00364	0.1000609444	GOLD	No
6.4.1.4	PF00289	0.0729845556	GOLD	No
6.4.1.4	PF14522	0.1089533333	GOLD	No
3.2.2.8	PF01156	0.8326195	GOLD	No
3.2.2.9	PF01048	0.4913417778	GOLD	No
1.17.5.2	PF03450	0.0458214444	SILVER	No
1.17.5.2	PF00941	0.0458214444	SILVER	No
1.17.5.2	PF01799	0.0474890556	SILVER	No
1.17.5.2	PF02738	0.0446546389	SILVER	No
1.17.5.2	PF01315	0.0464873611	SILVER	No
5.1.3.21	PF01263	0.1758857778	SILVER	No
5.1.3.1	PF00834	0.9823030556	GOLD	Yes
2.7.11.22	PF00069	0.1940187778	GOLD	No
3.1.27.10	PF00545	0.137658	SILVER	No
1.13.11.39	PF00903	0.2058362556	SILVER	No
1.1.1.262	PF04166	0.9971667778	GOLD	Yes
1.13.11.31	PF00305	0.2469215	GOLD	No
1.13.11.31	PF01477	0.1977853889	SILVER	No
1.13.11.33	PF00305	0.2685641111	GOLD	No
1.13.11.33	PF01477	0.1895906778	GOLD	No
1.13.11.34	PF00305	0.1699463889	GOLD	No
1.13.11.34	PF01477	0.1471544889	SILVER	No
1.13.11.37	PF00775	0.2310065	GOLD	No
1.13.11.37	PF04444	0.3059863889	GOLD	No
2.7.7.84	PF01909	0.1222141111	GOLD	No
2.7.7.84	PF10421	0.6082601667	GOLD	No
2.7.7.84	PF11976	0.1540833333	SILVER	No
2.7.7.85	PF02457	0.6643015	GOLD	Yes
2.7.7.85	PF10635	0.6136981667	GOLD	Yes
2.7.7.86	PF03281	0.5827015	GOLD	No
2.7.7.87	PF03481	0.4381706111	GOLD	Yes
2.7.7.87	PF01300	0.9630810556	GOLD	Yes
2.7.7.80	PF00899	0.5788232222	GOLD	No
2.7.7.80	PF05237	0.5895552778	GOLD	No
2.7.7.80	PF00581	0.2333932294	SILVER	No
2.7.7.82	PF02348	0.0460688889	GOLD	No
2.7.7.83	PF01704	0.2124008278	SILVER	No
1.2.1.44	PF01370	0.0479903167	GOLD	No
1.2.1.46	PF01262	0.0888278889	SILVER	No
1.2.1.47	PF00171	0.0448086333	GOLD	No
1.2.1.41	PF00171	0.6593588889	GOLD	No
4.1.2.50	PF01242	0.510061	GOLD	No
4.1.2.51	PF00701	0.0420449444	GOLD	No
4.1.2.52	PF03328	0.5072971667	GOLD	No
4.1.2.53	PF03328	0.4153215111	SILVER	No
4.1.2.55	PF01900	0.0483548889	GOLD	No
4.1.2.55	PF13537	0.0458214444	GOLD	No
4.1.2.55	PF00875	0.073585	GOLD	No
4.1.2.55	PF00701	0.0510105	GOLD	No
4.1.2.55	PF03441	0.0717216667	GOLD	No
4.1.2.55	PF08433	0.1434438889	GOLD	No
4.1.2.57	PF01791	0.1441383333	SILVER	No
4.1.2.57	PF14833	0.0548149767	GOLD	No
4.1.1.20	PF02784	0.6178148333	GOLD	No
4.1.1.20	PF00278	0.6024201667	GOLD	No
4.2.3.75	PF01397	0.0897627778	GOLD	No
4.2.3.75	PF03936	0.1017932278	SILVER	No
3.2.1.93	PF00128	0.0562883889	GOLD	No
3.2.1.93	PF11941	0.1571858333	SILVER	No
1.1.1.318	PF05368	0.1439557778	SILVER	No
1.1.1.319	PF05368	0.1274533333	SILVER	No
1.1.1.312	PF04679	0.0472112528	GOLD	No
1.1.1.312	PF01068	0.0451319789	GOLD	No
1.1.1.312	PF01408	0.0638707222	SILVER	No
1.1.1.313	PF00106	0.0490199333	GOLD	No
1.1.1.310	PF02615	0.0637266667	SILVER	No
1.12.98.2	PF03201	0.9779457222	GOLD	Yes
1.12.98.2	PF01913	0.0444800556	GOLD	No
1.12.98.2	PF02783	0.0534583333	GOLD	No
1.12.98.2	PF02741	0.0444800556	GOLD	No
1.12.98.2	PF02241	0.0534583333	GOLD	No
1.12.98.2	PF02240	0.0483548889	GOLD	No
1.1.1.317	PF00248	0.0690133889	SILVER	No
1.1.1.314	PF00067	0.0527785556	GOLD	No
1.12.98.1	PF00037	0.0689355889	GOLD	No
1.12.98.1	PF01058	0.0462824111	GOLD	No
1.12.98.1	PF04422	0.2674258333	GOLD	No
1.12.98.1	PF04432	0.2663213889	GOLD	No
1.12.98.1	PF00374	0.1393318222	GOLD	No
1.12.98.1	PF13187	0.0491248111	SILVER	No
3.4.21.48	PF05922	0.1421177778	SILVER	No
3.4.21.48	PF00082	0.0708893889	SILVER	No
2.4.99.8	PF00777	0.242055	GOLD	No
3.2.1.97	PF08305	0.185185	SILVER	No
3.2.1.97	PF10633	0.2268044444	SILVER	No
3.2.1.97	PF12905	0.6628663333	GOLD	Yes
3.2.1.97	PF00754	0.1731831667	GOLD	No
4.99.1.8	PF02469	0.5555555556	GOLD	No
6.2.1.41	PF13193	0.0429901667	GOLD	No
1.20.4.1	PF01451	0.0798800389	SILVER	No
1.20.4.1	PF03960	0.8725167778	GOLD	No
6.2.1.42	PF13193	0.0429901667	GOLD	No
4.1.1.28	PF00282	0.2391036667	GOLD	No
3.1.3.69	PF09506	0.6111111111	GOLD	No
4.1.1.29	PF00282	0.1494297778	GOLD	No
4.3.1.15	PF00291	0.0454312222	SILVER	No
4.1.1.55	PF09084	0.580242	GOLD	No
1.1.1.88	PF00368	0.3780898889	GOLD	No
4.1.1.50	PF01536	0.5077037778	GOLD	Yes
4.1.1.50	PF02675	0.8198336667	GOLD	Yes
1.1.1.81	PF13660	0.0717740556	SILVER	No
1.1.1.81	PF02826	0.4855294444	GOLD	No
1.1.1.81	PF05161	0.0717209444	SILVER	No
1.1.1.81	PF00389	0.3001113889	GOLD	No
1.1.1.80	PF00107	0.0661960167	GOLD	No
1.1.1.80	PF08240	0.0669679389	GOLD	No
1.1.1.83	PF00180	0.1104326667	GOLD	No
1.1.1.82	PF00056	0.0822117778	GOLD	No
1.1.1.82	PF02866	0.0835163333	GOLD	No
1.1.1.85	PF00180	0.7623541111	GOLD	No
1.1.1.87	PF00180	0.0751689222	GOLD	No
1.1.1.86	PF01450	0.9974311111	GOLD	Yes
1.1.1.86	PF07991	0.9952598889	GOLD	Yes
5.4.99.9	PF03275	0.5839980556	GOLD	Yes
5.4.99.9	PF13450	0.0411858889	GOLD	No
5.4.99.7	PF04135	0.0555555556	GOLD	No
1.3.3.14	PF08031	0.2184521667	SILVER	No
2.1.1.10	PF02574	0.3795132778	GOLD	No
2.4.1.159	PF00201	0.0426091667	SILVER	No
5.4.99.2	PF01642	0.6551073333	GOLD	Yes
5.4.99.2	PF02310	0.3093415556	GOLD	No
5.4.99.1	PF06368	0.6650043333	SILVER	Yes
5.4.99.1	PF02310	0.4715912611	GOLD	No
1.3.3.11	PF05402	0.1316812778	SILVER	No
1.3.3.11	PF03070	0.8264831667	GOLD	No
1.1.1.367	PF05523	0.3928372222	GOLD	No
1.3.1.97	PF00494	0.0723272222	SILVER	No
2.8.3.12	PF01144	0.1583138889	GOLD	No
