EC-Number	Pfam-Domain	Confidence-Score	Type	In-InterPro
2.1.1.199	PF05958	0.000080354	SILVER	No
2.1.1.199	PF13847	0.0005949333	BRONZE	No
2.1.1.199	PF02926	0.0001798187	SILVER	No
2.1.1.199	PF05175	0.0001799607	SILVER	No
2.1.1.199	PF01189	0.0019425111	SILVER	No
2.1.1.199	PF13636	0.0039332889	SILVER	No
2.1.1.199	PF00588	5.16116666667E-005	SILVER	No
2.1.1.199	PF03705	0.000112911	SILVER	No
2.1.1.199	PF01135	0.0001719317	SILVER	No
2.1.1.199	PF00398	6.26076666667E-005	SILVER	No
2.1.1.199	PF04445	0.0001287863	SILVER	No
2.1.1.199	PF06750	0.000101548	SILVER	No
2.1.1.199	PF01728	0.0009802667	SILVER	No
2.1.1.199	PF01209	6.81726666667E-005	SILVER	No
2.1.1.199	PF03054	0.0005263367	SILVER	No
2.1.1.199	PF01478	0.0001015733	SILVER	No
2.1.1.199	PF04055	0.0001709993	SILVER	No
2.1.1.198	PF01739	0.0002219457	SILVER	No
2.1.1.198	PF02590	0.000072665	SILVER	No
2.1.1.198	PF00398	6.15713333333E-005	SILVER	No
2.1.1.198	PF02527	0.000094145	SILVER	No
2.1.1.198	PF01746	6.19576666667E-005	SILVER	No
2.1.1.198	PF01938	0.0001173813	SILVER	No
2.1.1.198	PF01266	5.86856666667E-005	SILVER	No
2.1.1.198	PF02390	5.99973333333E-005	SILVER	No
2.1.1.198	PF04816	0.0008832833	BRONZE	No
2.1.1.198	PF05958	0.0001580477	SILVER	No
2.1.1.198	PF02926	0.000088421	SILVER	No
2.1.1.198	PF02511	0.000127378	SILVER	No
2.1.1.198	PF05175	5.89936666667E-005	SILVER	No
2.1.1.198	PF01189	0.0003010617	SILVER	No
2.1.1.198	PF00588	0.0001522713	SILVER	No
2.1.1.198	PF01728	0.0001532703	SILVER	No
2.1.1.198	PF03705	0.0002220837	SILVER	No
2.1.1.198	PF01135	0.0001690857	SILVER	No
2.1.1.198	PF06750	0.000099867	SILVER	No
2.1.1.198	PF10672	0.0006665944	BRONZE	No
2.1.1.198	PF13636	0.0006954033	SILVER	No
2.1.1.198	PF01795	0.000120954	SILVER	No
2.1.1.198	PF01478	0.000099892	SILVER	No
2.1.1.198	PF04452	5.68536666667E-005	SILVER	No
2.1.1.198	PF04055	0.0002642653	SILVER	No
1.8.3.2	PF14138	0.0268826	SILVER	No
1.8.3.2	PF05214	0.0117851111	SILVER	No
2.4.1.34	PF06204	0.0007956833	BRONZE	No
2.4.1.34	PF06205	0.0008082167	BRONZE	No
2.4.1.34	PF06165	0.0007837167	BRONZE	No
3.5.1.82	PF01520	0.0001172011	SILVER	No
3.5.1.82	PF01979	0.00057895	SILVER	No
2.4.1.131	PF03901	0.0024456944	BRONZE	No
2.4.1.131	PF13439	0.0004290039	BRONZE	No
2.4.1.32	PF00535	0.0020042556	SILVER	No
2.3.1.194	PF08545	0.0324551278	BRONZE	No
2.3.1.194	PF00108	0.0004104317	BRONZE	No
2.3.1.194	PF08541	0.0325336611	BRONZE	No
2.3.1.190	PF00676	0.0022635167	SILVER	No
2.3.1.190	PF02779	0.0015227944	SILVER	No
2.3.1.193	PF02801	0.0001456863	SILVER	No
2.3.1.193	PF00109	0.0001456863	SILVER	No
2.3.1.193	PF00483	9.36786666667E-005	SILVER	No
2.3.1.193	PF08502	0.000154847	SILVER	No
2.3.1.193	PF02817	0.0001864583	SILVER	No
2.3.1.193	PF13508	0.0349967222	BRONZE	No
2.3.1.193	PF08545	0.000148223	SILVER	No
2.3.1.193	PF08541	0.000148223	SILVER	No
2.3.1.193	PF00364	0.0001345967	SILVER	No
2.3.1.193	PF00698	0.0001434193	SILVER	No
2.3.1.193	PF00696	0.0001467973	SILVER	No
2.3.1.193	PF00198	0.0001864297	SILVER	No
2.3.1.193	PF00583	0.0085997222	BRONZE	No
2.3.1.193	PF00501	0.0002465303	SILVER	No
2.3.1.199	PF01529	0.0007572367	SILVER	No
2.3.1.199	PF02801	0.0001551957	SILVER	No
2.3.1.199	PF00109	0.0001551957	SILVER	No
2.3.1.199	PF01233	0.0007137733	SILVER	No
2.3.1.199	PF08240	0.00009287	SILVER	No
2.3.1.199	PF01553	0.000173457	SILVER	No
2.3.1.199	PF00155	0.000153056	SILVER	No
2.3.1.199	PF12796	0.000158643	SILVER	No
2.3.1.199	PF00696	7.81896666667E-005	SILVER	No
2.3.1.199	PF09029	0.0004189067	SILVER	No
2.3.1.199	PF03099	0.0001715287	SILVER	No
2.3.1.199	PF00583	0.0001240333	SILVER	No
2.3.1.199	PF02799	0.0007067633	SILVER	No
2.3.1.199	PF00501	0.0001313113	SILVER	No
2.4.1.73	PF08437	0.0070555556	SILVER	No
2.4.1.73	PF01501	0.0044914	SILVER	No
3.4.22.27	PF01067	0.0041876556	BRONZE	No
3.4.22.27	PF00648	0.0028059778	BRONZE	No
3.1.8.2	PF00557	0.0368386722	BRONZE	No
3.4.22.28	PF00863	0.0233106111	SILVER	No
3.4.22.28	PF00851	0.0182863333	SILVER	No
3.4.22.28	PF12387	0.0294858333	SILVER	No
3.4.22.28	PF05550	0.0294858333	SILVER	No
3.4.22.28	PF01577	0.0098286111	SILVER	No
3.4.22.28	PF05578	0.0294858333	SILVER	No
3.4.22.28	PF00767	0.0205937778	SILVER	No
3.4.22.28	PF07652	0.0073258333	SILVER	No
3.4.22.28	PF00998	0.0088903333	SILVER	No
3.4.22.28	PF00915	0.0208496111	SILVER	No
3.4.22.28	PF03510	0.0155403889	SILVER	No
3.4.22.28	PF08440	0.0240750556	SILVER	No
3.4.22.28	PF00270	0.0036280778	SILVER	No
3.4.22.28	PF00271	0.0050567778	SILVER	No
3.4.22.28	PF11889	0.0294858333	SILVER	No
4.2.2.18	PF05048	0.0152145	SILVER	No
4.2.2.18	PF13229	0.032075	SILVER	No
4.2.2.14	PF14099	0.0226804444	BRONZE	No
4.2.2.13	PF01055	0.0146812778	BRONZE	No
3.1.2.6	PF02801	3.77543888889E-005	SILVER	No
3.1.2.6	PF00109	0.000036737	SILVER	No
3.1.2.6	PF00550	4.77462222222E-005	SILVER	No
2.3.1.223	PF02803	0.0395713222	BRONZE	No
2.3.1.223	PF00501	0.0267601667	SILVER	No
2.3.1.223	PF00108	0.0394771056	BRONZE	No
2.4.1.94	PF13844	0.0226804444	BRONZE	No
2.4.1.129	PF02684	3.05793888889E-005	SILVER	No
2.4.1.129	PF02358	5.42608888889E-005	SILVER	No
2.4.1.129	PF03636	3.86015E-005	SILVER	No
2.4.1.129	PF03633	4.20302777778E-005	SILVER	No
2.4.1.129	PF03632	3.82531666667E-005	SILVER	No
2.4.1.129	PF00652	7.18527777778E-005	SILVER	No
2.4.1.129	PF00982	3.44145E-005	SILVER	No
2.4.1.129	PF03793	0.0093848889	SILVER	No
2.4.1.129	PF00128	1.00676111111E-005	SILVER	No
2.4.1.129	PF00535	2.30237222222E-005	SILVER	No
2.4.1.129	PF00534	1.84872777778E-005	SILVER	No
2.4.1.129	PF06832	0.0098042222	SILVER	No
2.4.1.129	PF05116	5.78583333333E-005	SILVER	No
2.4.1.129	PF03808	3.97491111111E-005	SILVER	No
2.4.1.129	PF09594	0.0014830222	SILVER	No
6.3.2.29	PF13193	0.000045486	SILVER	No
6.3.2.29	PF08353	0.0008723278	BRONZE	No
6.3.2.29	PF00501	3.91587222222E-005	SILVER	No
6.3.2.29	PF08443	0.0099357222	SILVER	No
6.3.2.28	PF13535	0.0344541111	SILVER	No
3.6.3.39	PF00005	0.0167883222	BRONZE	No
6.3.2.27	PF06276	0.0259837222	SILVER	No
6.3.2.27	PF04183	0.0247083333	SILVER	No
5.1.3.1	PF00908	5.73983333333E-005	BRONZE	No
5.1.3.1	PF01263	0.0003193067	SILVER	No
5.1.3.1	PF01261	0.0001034723	SILVER	No
5.1.3.1	PF02350	0.0001109872	SILVER	No
5.1.3.1	PF04131	0.0001182027	SILVER	No
5.1.3.1	PF05336	0.0004271733	SILVER	No
5.1.3.1	PF01370	0.0001552992	BRONZE	No
4.2.1.61	PF14765	0.0356800667	BRONZE	No
4.2.1.61	PF00698	0.0031873778	SILVER	No
4.2.1.61	PF07977	0.0013875889	BRONZE	No
4.2.1.61	PF08354	0.0049152667	SILVER	No
4.2.1.61	PF01575	0.0017274889	BRONZE	No
6.3.2.23	PF03917	0.0273991667	BRONZE	No
6.3.2.23	PF03199	0.0277099444	BRONZE	No
3.1.3.67	PF08416	0.0122701667	SILVER	No
3.1.3.67	PF00226	0.0047671389	SILVER	No
3.1.3.67	PF00017	0.0003136417	BRONZE	No
3.1.3.67	PF13350	0.0018179389	SILVER	No
3.1.3.67	PF00102	0.0005237972	BRONZE	No
3.1.3.64	PF02383	0.0029280333	BRONZE	No
3.1.3.60	PF00149	0.0265152222	BRONZE	No
3.4.14.4	PF00112	0.0052032556	SILVER	No
3.4.14.5	PF12695	0.0008585333	SILVER	No
3.4.14.5	PF00082	0.0001220311	SILVER	No
3.4.14.5	PF02129	0.0003106	BRONZE	No
3.4.14.5	PF08530	0.0003117767	BRONZE	No
3.4.14.5	PF06441	0.0002582667	SILVER	No
3.4.14.1	PF00326	0.0001615806	BRONZE	No
3.1.3.68	PF00702	0.0200423317	BRONZE	No
3.1.3.68	PF01569	0.0009098111	BRONZE	No
2.5.1.18	PF00348	1.65746111111E-005	SILVER	No
2.5.1.18	PF12681	0.0171826356	BRONZE	No
2.5.1.18	PF01053	2.08058888889E-005	SILVER	No
2.5.1.18	PF00809	1.68649444444E-005	SILVER	No
2.5.1.18	PF13410	0.0092148333	SILVER	No
2.5.1.18	PF08501	2.64761666667E-005	SILVER	No
2.5.1.18	PF00793	2.14384444444E-005	SILVER	No
2.5.1.18	PF00903	0.0056077994	BRONZE	No
2.5.1.18	PF04055	2.48947222222E-005	SILVER	No
2.5.1.18	PF01715	7.74055555556E-005	BRONZE	No
2.5.1.18	PF01488	3.76200555556E-005	SILVER	No
2.5.1.18	PF00275	2.90155555556E-005	SILVER	No
2.1.1.179	PF02390	0.020286	SILVER	No
2.4.2.14	PF01048	4.48463333333E-005	SILVER	No
2.4.2.14	PF01702	0.000174539	SILVER	No
2.4.2.14	PF13230	0.0027510444	SILVER	No
2.4.2.14	PF00215	0.0001161497	SILVER	No
2.4.2.14	PF02277	9.12206666667E-005	SILVER	No
2.4.2.17	PF01729	0.0058424444	SILVER	No
2.4.2.17	PF01048	5.55336666667E-005	SILVER	No
2.4.2.17	PF00156	4.20343333333E-005	SILVER	No
2.4.2.17	PF02749	0.0059799444	SILVER	No
2.4.2.17	PF02277	0.0001972768	SILVER	No
2.4.2.17	PF00215	0.0012317	SILVER	No
2.4.2.17	PF00117	8.32586666667E-005	SILVER	No
2.4.2.11	PF02749	0.00068045	SILVER	No
2.4.2.11	PF01729	0.0009545167	SILVER	No
2.4.2.11	PF04095	0.0273700556	SILVER	No
2.4.2.10	PF04095	6.63173333333E-005	SILVER	No
2.4.2.10	PF01634	0.000075924	SILVER	No
2.4.2.10	PF01472	7.53733333333E-005	SILVER	No
2.4.2.10	PF02277	9.47336666667E-005	SILVER	No
2.4.2.10	PF00215	0.0346128113	SILVER	No
2.4.2.10	PF00117	6.98253333333E-005	SILVER	No
2.1.1.171	PF04055	5.24213333333E-005	SILVER	No
2.1.1.171	PF01035	5.38428888889E-005	SILVER	No
2.1.1.171	PF08241	0.0003727061	BRONZE	No
2.1.1.171	PF01555	0.0001844167	SILVER	No
2.1.1.171	PF02527	0.000205427	SILVER	No
2.1.1.171	PF13847	0.00120875	SILVER	No
2.1.1.171	PF01795	0.0001319627	SILVER	No
2.1.1.171	PF02926	0.0085082222	SILVER	No
2.1.1.171	PF01478	0.0001387167	SILVER	No
2.1.1.171	PF03705	0.0002422967	SILVER	No
2.1.1.171	PF05175	0.0120000556	SILVER	No
2.1.1.171	PF08468	0.0006363778	BRONZE	No
2.1.1.171	PF01739	0.000242146	SILVER	No
2.1.1.171	PF01938	0.000128065	SILVER	No
2.1.1.171	PF04452	0.0001240563	SILVER	No
2.1.1.171	PF01170	0.0120060556	SILVER	No
2.1.1.171	PF10672	0.0033402	SILVER	No
2.1.1.171	PF05050	0.0006856111	BRONZE	No
2.1.1.171	PF01479	0.000162956	SILVER	No
2.1.1.173	PF03602	0.0003121294	BRONZE	No
2.1.1.173	PF05175	0.0021218944	SILVER	No
2.1.1.172	PF08032	0.0003003044	SILVER	No
2.1.1.172	PF13847	0.0001744911	BRONZE	No
2.1.1.172	PF03602	0.006503	SILVER	No
2.1.1.172	PF02926	0.000208072	SILVER	No
2.1.1.172	PF02384	0.00008671	SILVER	No
2.1.1.172	PF00588	0.0001390678	SILVER	No
2.1.1.172	PF12161	9.89138888889E-005	SILVER	No
2.1.1.172	PF01661	0.0006212056	SILVER	No
2.1.1.174	PF03602	0.0007645556	BRONZE	No
2.1.1.174	PF08468	0.0003789033	BRONZE	No
2.1.1.177	PF01728	9.36333333333E-005	SILVER	No
2.1.1.177	PF01478	0.0001220487	SILVER	No
2.1.1.177	PF01596	0.0003061572	SILVER	No
2.1.1.177	PF01739	0.0001355873	SILVER	No
2.1.1.177	PF01888	0.00013357	SILVER	No
2.1.1.177	PF04055	0.000146764	SILVER	No
2.1.1.177	PF08032	0.000153449	SILVER	No
2.1.1.177	PF01209	0.000081915	SILVER	No
2.1.1.177	PF01135	0.0001032947	SILVER	No
2.1.1.177	PF00398	0.0001504563	SILVER	No
2.1.1.177	PF03705	0.0001356713	SILVER	No
2.1.1.177	PF05175	0.000072079	SILVER	No
2.1.1.177	PF02390	0.0001466103	SILVER	No
2.1.1.177	PF01746	0.0000757	SILVER	No
2.1.1.177	PF00590	7.14423333333E-005	SILVER	No
2.1.1.177	PF01266	7.17023333333E-005	SILVER	No
2.1.1.177	PF06750	0.000122018	SILVER	No
2.1.1.177	PF00588	0.0002480613	SILVER	No
2.1.1.176	PF00590	0.000084215	SILVER	No
2.1.1.176	PF13636	0.0017746556	BRONZE	No
1.3.5.1	PF13534	0.0367465556	SILVER	No
1.3.5.1	PF01127	0.0273841111	SILVER	No
1.3.5.1	PF01180	0.000074754	SILVER	No
3.1.6.8	PF14707	0.0390847778	SILVER	No
3.1.6.8	PF12411	0.0005941833	BRONZE	No
3.1.6.4	PF14707	0.0290129444	SILVER	No
3.1.6.6	PF08326	0.0002605833	SILVER	No
3.1.6.6	PF03629	0.000227505	SILVER	No
3.1.6.6	PF11893	0.003332	SILVER	No
3.1.6.6	PF01663	0.0001634628	SILVER	No
3.1.6.1	PF03629	0.0001523417	SILVER	No
3.1.6.1	PF13202	0.000241295	BRONZE	No
3.1.6.1	PF02350	3.81270555556E-005	SILVER	No
3.1.6.1	PF03781	0.0001272356	BRONZE	No
3.1.6.1	PF01663	0.0001094578	BRONZE	No
3.1.6.1	PF00753	0.0109851528	BRONZE	No
3.1.6.1	PF00754	7.68455555556E-005	SILVER	No
3.1.6.2	PF14707	0.0167506111	BRONZE	No
3.1.6.2	PF11893	0.0050715056	BRONZE	No
1.14.14.5	PF02771	3.55957777778E-005	SILVER	No
3.1.2.27	PF02551	0.0348692222	SILVER	No
3.1.2.20	PF02551	0.0064250556	SILVER	No
3.1.2.20	PF03328	0.0001246017	SILVER	No
3.1.2.22	PF01643	0.0009337389	BRONZE	No
3.1.2.22	PF12590	0.0028131667	BRONZE	No
3.1.2.23	PF02338	0.0017395111	BRONZE	No
1.14.14.9	PF01613	0.018098	SILVER	No
1.14.14.9	PF02771	0.034276597	BRONZE	No
1.14.12.1	PF00175	0.0006249278	SILVER	No
1.14.12.1	PF00970	0.0007315111	SILVER	No
1.14.12.1	PF00111	0.0007929889	SILVER	No
1.14.12.7	PF08417	0.0007131889	BRONZE	No
1.14.12.7	PF00848	0.0007879444	SILVER	No
1.14.12.7	PF00970	0.0337447222	BRONZE	No
1.14.12.7	PF00175	0.0287411111	BRONZE	No
1.14.12.7	PF00355	0.0381800556	BRONZE	No
1.14.12.4	PF01494	0.0151195111	BRONZE	No
2.1.3.1	PF06833	0.00087265	BRONZE	No
2.1.3.1	PF01039	0.0372211667	BRONZE	No
5.1.99.1	PF13778	0.0207524444	SILVER	No
2.1.3.3	PF01300	0.000152505	SILVER	No
2.1.3.3	PF01039	0.000038447	SILVER	No
2.1.3.3	PF00528	0.0076858889	SILVER	No
5.1.99.3	PF01177	0.0033236444	SILVER	No
5.1.99.6	PF02055	0.0005992444	SILVER	No
2.1.1.8	PF01739	0.0002395283	BRONZE	No
2.1.1.8	PF08241	0.0023875722	SILVER	No
2.1.1.8	PF00891	0.0006464778	BRONZE	No
2.1.1.8	PF01209	0.0008267944	BRONZE	No
2.1.1.8	PF05891	0.0052089667	SILVER	No
2.1.1.8	PF13489	0.0198196111	SILVER	No
2.1.1.8	PF13847	0.0048269889	SILVER	No
2.1.1.8	PF08242	0.0032693889	SILVER	No
2.1.1.8	PF00398	0.00259205	SILVER	No
2.1.1.8	PF10294	0.0056343889	SILVER	No
2.1.1.8	PF03705	0.0002648656	BRONZE	No
2.1.1.2	PF12796	0.0036712167	SILVER	No
2.1.1.1	PF05175	0.0023848056	SILVER	No
2.1.1.1	PF07109	0.0072830556	SILVER	No
2.1.1.1	PF10294	0.0229415556	SILVER	No
2.1.1.1	PF01209	0.0033664889	SILVER	No
2.1.1.7	PF02384	0.0006827556	BRONZE	No
2.1.1.7	PF03492	0.0081470556	SILVER	No
2.1.1.6	PF02353	0.0001834817	BRONZE	No
2.1.1.6	PF00891	0.0203145556	SILVER	No
2.1.1.6	PF08100	0.0259409444	SILVER	No
2.1.1.4	PF10672	0.0024360111	SILVER	No
2.7.1.164	PF01467	0.0075531667	SILVER	No
2.7.1.166	PF01467	0.000148382	SILVER	No
2.7.1.166	PF03702	0.0003094907	SILVER	No
2.7.1.166	PF05524	0.000256751	SILVER	No
2.7.1.166	PF00391	0.0001851	SILVER	No
2.7.1.166	PF01636	0.0012986778	BRONZE	No
3.1.1.22	PF12697	0.0011297278	SILVER	No
3.1.1.22	PF00072	0.0005851767	SILVER	No
3.1.1.22	PF00168	0.0005949533	SILVER	No
3.1.1.22	PF01339	0.00061817	SILVER	No
3.1.1.24	PF01739	5.23049444444E-005	SILVER	No
3.1.1.24	PF03705	5.78377777778E-005	SILVER	No
3.1.1.24	PF00561	0.0002826322	BRONZE	No
3.1.1.24	PF00753	6.47805555556E-005	SILVER	No
3.1.1.26	PF01764	0.0320216667	BRONZE	No
3.1.1.29	PF01738	9.84377777778E-005	SILVER	No
3.1.1.29	PF00072	2.93750555556E-005	BRONZE	No
3.1.1.29	PF01182	8.57263333333E-005	SILVER	No
2.7.1.168	PF08544	0.0256802778	BRONZE	No
2.7.1.168	PF00288	0.0236619444	BRONZE	No
2.7.1.169	PF00288	0.0329475	BRONZE	No
3.5.3.12	PF00557	0.0001094863	SILVER	No
3.5.3.12	PF01546	3.06688333333E-005	SILVER	No
2.6.1.53	PF00310	0.0015647556	SILVER	No
2.6.1.53	PF00425	0.0003286506	SILVER	No
3.5.3.11	PF01546	1.69104444444E-005	SILVER	No
3.5.3.11	PF01979	2.82065E-005	SILVER	No
2.6.1.55	PF00202	0.0011910556	SILVER	No
3.5.3.19	PF01546	0.0001561928	BRONZE	No
3.2.1.74	PF00759	0.0008136556	BRONZE	No
3.2.1.74	PF00933	0.0043585667	SILVER	No
3.2.1.74	PF00150	0.00034795	BRONZE	No
3.2.1.74	PF14310	0.0020414667	SILVER	No
3.2.1.74	PF01915	0.0072076111	SILVER	No
3.2.1.74	PF03422	0.0013357833	BRONZE	No
2.4.1.136	PF00201	0.00268225	BRONZE	No
3.6.1.30	PF05026	0.0077041667	BRONZE	No
3.6.1.30	PF00293	0.0017856222	BRONZE	No
1.3.3.4	PF07219	0.0188571667	SILVER	No
1.3.3.4	PF03781	0.0001133411	BRONZE	No
1.3.3.4	PF12724	0.026905	SILVER	No
3.2.1.70	PF09137	0.0196418333	BRONZE	No
3.2.1.70	PF00723	0.010499	BRONZE	No
3.2.1.70	PF02806	9.74711111111E-005	BRONZE	No
3.2.1.70	PF08533	0.0020817611	SILVER	No
3.2.1.70	PF00933	5.16603888889E-005	SILVER	No
3.2.1.70	PF11941	0.0107378722	BRONZE	No
1.2.1.77	PF00171	0.0191403556	BRONZE	No
1.2.1.76	PF00171	0.0140958333	BRONZE	No
2.7.11.23	PF00134	0.0039927722	SILVER	No
2.7.11.23	PF05773	0.0046968722	SILVER	No
2.7.11.23	PF07714	3.97025555556E-005	BRONZE	No
2.7.11.23	PF08263	0.0003602911	BRONZE	No
1.2.1.70	PF00732	0.0001331507	SILVER	No
1.2.1.70	PF00171	0.0001231267	SILVER	No
1.2.1.70	PF05199	0.0001333987	SILVER	No
1.2.1.73	PF00171	0.0190365722	BRONZE	No
1.12.2.1	PF13746	0.0223643889	SILVER	No
1.2.1.79	PF00696	4.83263333333E-005	SILVER	No
1.2.1.78	PF00171	0.0179491667	BRONZE	No
1.8.4.14	PF01641	0.0015479778	SILVER	No
1.8.4.14	PF01625	0.0010201222	SILVER	No
1.8.4.12	PF08534	0.0295494556	BRONZE	No
1.8.4.13	PF01641	0.0033610278	SILVER	No
1.8.4.13	PF01625	0.0033223889	SILVER	No
1.8.4.10	PF00085	0.0002031856	BRONZE	No
1.8.4.11	PF08534	0.02757401	BRONZE	No
1.8.4.11	PF13185	0.0043630834	BRONZE	No
1.8.4.11	PF08951	0.0396293333	SILVER	No
1.8.4.11	PF01507	3.76101666667E-005	SILVER	No
1.8.4.11	PF13905	0.0001492533	BRONZE	No
1.21.4.2	PF08545	0.01338795	BRONZE	No
1.21.4.3	PF08545	0.0138387833	BRONZE	No
1.21.4.4	PF08545	0.0144141056	BRONZE	No
3.6.3.3	PF00005	7.80944444444E-006	SILVER	No
3.6.3.3	PF02653	3.71332777778E-005	SILVER	No
3.6.3.3	PF12156	0.0005062822	SILVER	No
3.6.3.3	PF04945	0.0020959444	SILVER	No
3.6.3.3	PF00689	0.0007011278	SILVER	No
3.6.3.3	PF00690	0.0006390667	SILVER	No
3.6.3.3	PF13473	0.0005381122	SILVER	No
3.4.21.119	PF00089	0.0311611944	BRONZE	No
2.8.1.6	PF02632	0.0180876667	SILVER	No
2.8.1.6	PF00266	0.0001546917	SILVER	No
2.8.1.6	PF05690	9.94253333333E-005	SILVER	No
2.8.1.7	PF02657	0.0094246667	SILVER	No
2.8.1.7	PF06968	8.13386666667E-005	SILVER	No
2.8.1.7	PF02568	9.51953333333E-005	SILVER	No
2.8.1.7	PF02926	9.57193333333E-005	SILVER	No
2.8.1.7	PF00581	0.0001973672	BRONZE	No
2.8.1.7	PF01592	0.0010113833	SILVER	No
2.8.1.7	PF01206	0.00055745	SILVER	No
2.8.1.7	PF04055	0.0001673876	SILVER	No
1.1.1.344	PF01370	0.0309119444	BRONZE	No
1.1.1.347	PF00107	0.0380082333	BRONZE	No
1.1.1.347	PF08240	0.0382070111	BRONZE	No
1.1.1.341	PF01370	0.0309119444	BRONZE	No
1.1.1.342	PF01370	0.0309119444	BRONZE	No
1.1.1.349	PF00106	0.0272711667	BRONZE	No
1.1.1.348	PF01370	0.0345992944	BRONZE	No
1.4.98.1	PF06433	0.0052970167	BRONZE	No
1.4.98.1	PF02975	0.0046296278	BRONZE	No
3.2.1.155	PF00150	0.0009465278	BRONZE	No
3.2.1.155	PF00404	0.0044623278	BRONZE	No
3.2.1.155	PF02015	0.0060258333	BRONZE	No
3.4.24.6	PF00675	0.0018246833	BRONZE	No
3.4.24.6	PF05193	0.0017977333	BRONZE	No
3.4.24.3	PF01457	0.0002732089	BRONZE	No
3.4.24.3	PF01435	0.0002302617	SILVER	No
3.6.3.16	PF08402	3.25064444444E-005	SILVER	No
3.6.3.16	PF00005	1.41206666667E-005	SILVER	No
3.6.3.16	PF00006	4.43748888889E-005	SILVER	No
2.5.1.11	PF00348	0.0173841333	SILVER	No
2.5.1.10	PF01288	2.76592222222E-005	SILVER	No
2.5.1.10	PF02445	3.95076666667E-005	SILVER	No
2.5.1.10	PF00809	4.97263333333E-005	SILVER	No
2.5.1.10	PF13417	2.60451111111E-005	SILVER	No
2.5.1.10	PF01040	0.0002847694	BRONZE	No
2.5.1.10	PF00494	8.74566666667E-005	BRONZE	No
2.5.1.10	PF08501	3.90324444444E-005	SILVER	No
2.5.1.10	PF01488	5.54613333333E-005	SILVER	No
2.5.1.10	PF00043	2.85679444444E-005	SILVER	No
2.5.1.10	PF04055	3.67010555556E-005	SILVER	No
2.5.1.17	PF08501	3.22575555556E-005	SILVER	No
2.5.1.17	PF00677	4.30162222222E-005	SILVER	No
2.5.1.17	PF00903	2.24621666667E-005	SILVER	No
2.5.1.17	PF04055	1.51653888889E-005	SILVER	No
2.5.1.17	PF01053	1.26745555556E-005	SILVER	No
2.5.1.17	PF01487	9.75672222222E-005	SILVER	No
2.5.1.17	PF01488	4.58348333333E-005	SILVER	No
2.5.1.17	PF01565	0.000023631	SILVER	No
2.5.1.17	PF00275	3.53515E-005	SILVER	No
2.5.1.17	PF02913	2.79031111111E-005	SILVER	No
2.5.1.17	PF12681	7.12161111111E-005	SILVER	No
2.5.1.17	PF00291	1.16078888889E-005	SILVER	No
2.5.1.16	PF03435	0.0010192833	BRONZE	No
2.5.1.15	PF00903	3.50383333333E-005	SILVER	No
2.5.1.15	PF01255	0.0001370623	SILVER	No
2.5.1.15	PF00348	0.000063	SILVER	No
2.5.1.15	PF02153	0.0002446003	SILVER	No
2.5.1.15	PF13417	3.35756111111E-005	SILVER	No
2.5.1.15	PF02581	7.26373333333E-005	SILVER	No
2.5.1.15	PF00275	0.0002310017	SILVER	No
2.5.1.15	PF01761	7.29126666667E-005	SILVER	No
2.5.1.15	PF01715	0.0001966523	SILVER	No
2.5.1.15	PF00043	3.68278888889E-005	SILVER	No
2.5.1.15	PF01202	0.000138681	SILVER	No
2.5.1.15	PF04055	0.0003852829	SILVER	No
3.4.22.2	PF03412	0.010143	BRONZE	No
3.4.22.1	PF08773	0.0011029778	BRONZE	No
4.2.1.22	PF00378	2.97806111111E-005	SILVER	No
4.2.1.22	PF00725	5.00191111111E-005	SILVER	No
4.2.1.22	PF02737	5.01057222222E-005	SILVER	No
3.2.1.78	PF07748	0.0148266667	SILVER	No
3.2.1.78	PF00942	0.0199430611	BRONZE	No
3.2.1.78	PF09261	0.0138028889	SILVER	No
3.2.1.78	PF00404	0.0042350667	SILVER	No
3.2.1.78	PF14200	0.0010897222	SILVER	No
3.2.1.78	PF00128	3.96080555556E-005	SILVER	No
3.2.1.78	PF02839	0.0003222794	BRONZE	No
3.2.1.78	PF03422	0.0022169944	SILVER	No
3.2.1.78	PF00704	0.0001019839	BRONZE	No
3.2.1.78	PF07944	0.0011909611	BRONZE	No
3.2.1.78	PF00933	4.59295555556E-005	SILVER	No
3.2.1.78	PF03442	0.0018150278	SILVER	No
3.2.1.78	PF00041	0.000063705	BRONZE	No
3.2.1.78	PF04616	0.0116376611	SILVER	No
3.2.1.78	PF00457	0.0087885	SILVER	No
3.2.1.78	PF01074	0.0138028889	SILVER	No
3.2.1.78	PF00395	0.0008122278	SILVER	No
3.2.1.78	PF00759	0.0003000944	BRONZE	No
3.2.1.78	PF00295	0.0065555	SILVER	No
4.2.1.25	PF00920	0.0345256111	BRONZE	No
3.2.1.75	PF00041	0.0001238206	BRONZE	No
3.2.1.75	PF00734	0.0007770222	BRONZE	No
3.2.1.75	PF07554	0.0006789222	BRONZE	No
3.2.1.75	PF14200	0.0021180333	SILVER	No
3.2.1.75	PF03422	0.0019151389	SILVER	No
3.2.1.75	PF00754	0.0005523611	BRONZE	No
3.2.1.75	PF00652	0.0010988722	BRONZE	No
3.2.1.73	PF00331	0.0172686111	SILVER	No
3.2.1.73	PF04616	0.0001253428	BRONZE	No
